checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,credit_risk,cluster
no checking,10,existing paid,new car,1287,no known savings,>=7,4,male div/sep,co applicant,2,life insurance,47.71881408267102,none,own,1,skilled,1,none,no,good,13
no checking,18,critical/other existing credit,radio/tv,1582,>=1000,>=7,4,male div/sep,none,4,car,47.71881408267102,none,own,2,skilled,1,none,yes,good,13
no checking,12,existing paid,education,1393,<100,>=7,4,male div/sep,none,4,life insurance,47.71881408267102,bank,own,3,skilled,2,yes,yes,good,13
no checking,48,critical/other existing credit,radio/tv,3578,no known savings,>=7,4,male div/sep,none,1,real estate,47.71881408267102,none,own,1,skilled,1,yes,yes,good,13
no checking,6,critical/other existing credit,new car,6761,<100,4<=X<7,1,male div/sep,none,3,no known property,47.71881408267102,none,own,2,skilled,2,yes,yes,good,13
no checking,15,existing paid,radio/tv,1213,500<=X<1000,>=7,4,male div/sep,none,3,life insurance,47.71881408267102,stores,own,1,skilled,1,yes,yes,good,13
<0,36,existing paid,used car,8335,no known savings,>=7,3,male div/sep,none,4,no known property,47.71881408267102,none,for free,1,skilled,1,none,yes,bad,13
0<=X<200,7,existing paid,radio/tv,2329,<100,<1,1,male div/sep,guarantor,1,real estate,47.71881408267102,none,own,1,skilled,1,none,yes,good,13
no checking,15,critical/other existing credit,radio/tv,1829,<100,>=7,4,male div/sep,none,4,car,47.71881408267102,none,own,2,skilled,1,yes,yes,good,13
no checking,15,critical/other existing credit,radio/tv,1316,500<=X<1000,1<=X<4,2,male div/sep,none,2,life insurance,47.71881408267102,none,own,2,skilled,1,none,yes,good,13
>=200,12,delayed previously,new car,2247,<100,1<=X<4,2,female div/dep/mar,none,2,car,35.29370792007236,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,good,14
no checking,36,existing paid,education,9055,no known savings,1<=X<4,2,female div/dep/mar,none,4,no known property,35.29370792007236,none,for free,1,high qualif/self emp/mgmt,2,yes,yes,good,14
no checking,6,no credits/all paid,new car,1204,100<=X<500,1<=X<4,4,female div/dep/mar,none,1,no known property,35.29370792007236,bank,rent,1,high qualif/self emp/mgmt,1,none,no,good,14
no checking,12,existing paid,business,1542,<100,4<=X<7,2,female div/dep/mar,none,4,car,35.29370792007236,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good,14
0<=X<200,24,existing paid,used car,2760,no known savings,>=7,4,female div/dep/mar,none,4,no known property,35.29370792007236,bank,for free,1,high qualif/self emp/mgmt,1,yes,yes,good,14
<0,47,existing paid,new car,10722,<100,<1,1,female div/dep/mar,none,1,real estate,35.29370792007236,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good,14
0<=X<200,12,critical/other existing credit,new car,2366,500<=X<1000,4<=X<7,3,female div/dep/mar,none,3,car,35.29370792007236,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good,14
no checking,15,critical/other existing credit,radio/tv,1471,<100,1<=X<4,4,female div/dep/mar,none,4,no known property,35.29370792007236,none,for free,2,high qualif/self emp/mgmt,1,yes,yes,good,14
no checking,11,critical/other existing credit,new car,1393,<100,<1,4,female div/dep/mar,none,4,car,35.29370792007236,none,own,2,high qualif/self emp/mgmt,1,none,yes,good,14
0<=X<200,24,delayed previously,business,6967,100<=X<500,4<=X<7,4,female div/dep/mar,none,4,car,35.29370792007236,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,good,14
<0,12,existing paid,new car,1372,<100,4<=X<7,2,female div/dep/mar,none,3,car,35.29370792007236,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad,14
no checking,7,delayed previously,radio/tv,846,no known savings,>=7,3,female div/dep/mar,none,4,no known property,35.29370792007236,none,for free,1,high qualif/self emp/mgmt,1,none,yes,good,14
no checking,18,critical/other existing credit,furniture/equipment,3780,<100,<1,3,female div/dep/mar,none,2,car,35.29370792007236,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good,14
<0,24,existing paid,new car,1381,no known savings,1<=X<4,4,female div/dep/mar,none,2,life insurance,35.29370792007236,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad,14
no checking,18,no credits/all paid,business,4165,<100,1<=X<4,2,female div/dep/mar,none,2,car,35.29370792007236,stores,own,2,high qualif/self emp/mgmt,2,none,yes,bad,14
no checking,10,existing paid,new car,1418,100<=X<500,1<=X<4,3,female div/dep/mar,none,2,real estate,35.29370792007236,none,rent,1,high qualif/self emp/mgmt,1,none,no,good,14
no checking,30,critical/other existing credit,radio/tv,6742,no known savings,4<=X<7,2,female div/dep/mar,none,3,life insurance,35.29370792007236,none,own,2,high qualif/self emp/mgmt,1,none,yes,good,14
<0,18,existing paid,new car,4380,100<=X<500,1<=X<4,3,female div/dep/mar,none,4,car,35.29370792007236,none,own,1,high qualif/self emp/mgmt,2,yes,yes,good,14
no checking,24,critical/other existing credit,used car,2346,<100,4<=X<7,4,female div/dep/mar,none,3,car,35.29370792007236,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good,14
<0,11,critical/other existing credit,new car,3905,<100,1<=X<4,2,female div/dep/mar,none,2,real estate,35.29370792007236,none,rent,2,high qualif/self emp/mgmt,2,none,yes,good,14
<0,16,critical/other existing credit,new car,2625,<100,>=7,2,male mar/wid,guarantor,4,life insurance,42.17836284096808,bank,rent,1,skilled,1,yes,yes,bad,17
<0,24,delayed previously,new car,1333,<100,unemployed,4,male mar/wid,none,2,real estate,42.17836284096808,none,for free,2,skilled,2,none,yes,bad,17
0<=X<200,24,delayed previously,new car,1965,no known savings,1<=X<4,4,male mar/wid,none,4,car,42.17836284096808,none,rent,2,skilled,1,yes,yes,good,17
0<=X<200,60,existing paid,education,6288,<100,1<=X<4,4,male mar/wid,none,4,no known property,42.17836284096808,none,for free,1,skilled,1,none,yes,bad,17
no checking,12,critical/other existing credit,furniture/equipment,3331,<100,>=7,2,male mar/wid,none,4,life insurance,42.17836284096808,stores,own,1,skilled,1,none,yes,good,17
no checking,36,critical/other existing credit,used car,10477,no known savings,>=7,2,male mar/wid,none,4,no known property,42.17836284096808,none,for free,2,skilled,1,none,yes,good,17
0<=X<200,18,delayed previously,repairs,6204,<100,1<=X<4,2,male mar/wid,none,4,real estate,42.17836284096808,none,own,1,skilled,2,yes,yes,good,17
no checking,18,existing paid,furniture/equipment,2515,<100,1<=X<4,3,male mar/wid,none,4,real estate,42.17836284096808,none,own,1,skilled,1,yes,yes,good,17
<0,12,all paid,retraining,339,<100,>=7,4,male mar/wid,none,1,car,42.17836284096808,bank,own,1,skilled,1,none,yes,good,17
>=200,12,all paid,radio/tv,409,>=1000,1<=X<4,3,male mar/wid,none,3,real estate,42.17836284096808,none,rent,2,skilled,1,none,yes,good,17
>=200,12,existing paid,radio/tv,1881,<100,1<=X<4,2,male mar/wid,none,2,car,42.17836284096808,none,rent,1,skilled,1,yes,yes,good,17
no checking,12,delayed previously,used car,1503,<100,1<=X<4,4,male mar/wid,none,4,real estate,42.17836284096808,none,rent,1,skilled,1,none,yes,good,17
no checking,24,delayed previously,business,2375,500<=X<1000,1<=X<4,4,male mar/wid,none,2,car,42.17836284096808,none,own,2,skilled,2,yes,yes,good,17
<0,15,critical/other existing credit,furniture/equipment,1478,<100,>=7,4,male mar/wid,none,4,car,42.17836284096808,none,own,2,skilled,2,yes,yes,good,17
0<=X<200,18,delayed previously,new car,2899,no known savings,>=7,4,male mar/wid,none,4,car,42.17836284096808,none,own,1,skilled,2,none,yes,good,17
0<=X<200,36,no credits/all paid,radio/tv,3804,<100,1<=X<4,4,male mar/wid,none,1,car,42.17836284096808,none,own,1,skilled,1,yes,yes,bad,17
no checking,12,critical/other existing credit,radio/tv,522,500<=X<1000,>=7,4,male mar/wid,none,4,life insurance,42.17836284096808,none,own,2,skilled,2,yes,yes,good,17
<0,6,critical/other existing credit,furniture/equipment,3384,<100,1<=X<4,1,male mar/wid,none,4,real estate,42.17836284096808,none,rent,1,skilled,1,yes,yes,bad,17
<0,12,existing paid,furniture/equipment,2577,<100,1<=X<4,2,male mar/wid,none,1,car,42.17836284096808,none,own,1,skilled,1,none,yes,good,17
<0,36,existing paid,furniture/equipment,3446,<100,>=7,4,male mar/wid,none,2,car,42.17836284096808,none,own,1,skilled,2,none,yes,bad,17
0<=X<200,18,existing paid,education,1239,no known savings,1<=X<4,4,male div/sep,none,4,no known property,61.81421922834444,none,for free,1,unemp/unskilled non res,1,none,yes,good,19
<0,24,existing paid,radio/tv,2384,<100,>=7,4,male div/sep,none,4,real estate,61.81421922834444,bank,rent,1,unemp/unskilled non res,1,none,yes,good,19
no checking,12,existing paid,radio/tv,3059,>=1000,4<=X<7,2,male div/sep,none,4,real estate,61.81421922834444,none,own,1,unemp/unskilled non res,1,none,yes,good,19
0<=X<200,6,existing paid,radio/tv,753,<100,1<=X<4,2,male div/sep,guarantor,3,real estate,61.81421922834444,none,own,1,unemp/unskilled non res,1,none,yes,good,19
<0,24,existing paid,used car,2924,<100,1<=X<4,3,male div/sep,guarantor,4,no known property,61.81421922834444,bank,own,1,unemp/unskilled non res,2,yes,yes,good,19
no checking,60,critical/other existing credit,new car,13756,no known savings,>=7,2,male div/sep,none,4,no known property,61.81421922834444,bank,for free,1,unemp/unskilled non res,1,yes,yes,good,19
no checking,12,critical/other existing credit,new car,1255,<100,>=7,4,male div/sep,none,4,real estate,61.81421922834444,none,own,2,unemp/unskilled non res,1,none,yes,good,19
<0,60,delayed previously,business,6836,<100,>=7,3,male div/sep,none,4,no known property,61.81421922834444,none,own,2,unemp/unskilled non res,1,yes,yes,bad,19
no checking,18,critical/other existing credit,radio/tv,1098,<100,unemployed,4,male div/sep,none,4,car,61.81421922834444,none,own,2,unemp/unskilled non res,1,none,yes,good,19
no checking,10,existing paid,new car,1364,<100,1<=X<4,2,male div/sep,none,4,car,61.81421922834444,none,own,1,unemp/unskilled non res,1,yes,yes,good,19
no checking,12,critical/other existing credit,education,2012,no known savings,4<=X<7,4,male div/sep,none,2,car,61.81421922834444,none,own,1,unemp/unskilled non res,1,none,yes,good,19
no checking,24,existing paid,new car,3757,<100,>=7,4,male div/sep,co applicant,4,no known property,61.81421922834444,none,for free,1,unemp/unskilled non res,1,yes,yes,good,19
no checking,9,existing paid,education,3832,no known savings,>=7,1,male div/sep,none,4,real estate,61.81421922834444,none,own,1,unemp/unskilled non res,1,none,yes,good,19
>=200,10,critical/other existing credit,new car,781,<100,>=7,4,male div/sep,none,4,no known property,61.81421922834444,none,for free,2,unemp/unskilled non res,1,yes,yes,good,19
<0,21,critical/other existing credit,new car,571,<100,>=7,4,male div/sep,none,4,real estate,61.81421922834444,none,own,2,unemp/unskilled non res,1,none,yes,good,19
no checking,6,existing paid,domestic appliance,1338,500<=X<1000,1<=X<4,1,male div/sep,none,4,real estate,61.81421922834444,none,own,1,unemp/unskilled non res,1,none,yes,good,19
no checking,30,critical/other existing credit,used car,7596,no known savings,>=7,1,male div/sep,none,4,car,61.81421922834444,none,own,2,unemp/unskilled non res,1,none,yes,good,19
<0,24,critical/other existing credit,used car,2957,<100,>=7,4,male div/sep,none,4,life insurance,61.81421922834444,none,own,2,unemp/unskilled non res,1,yes,yes,good,19
no checking,12,critical/other existing credit,radio/tv,1655,<100,>=7,2,male div/sep,none,4,real estate,61.81421922834444,none,own,2,unemp/unskilled non res,1,yes,yes,good,19
no checking,13,existing paid,radio/tv,1409,100<=X<500,unemployed,2,male div/sep,none,4,real estate,61.81421922834444,none,own,1,unemp/unskilled non res,1,none,yes,good,19
<0,10,critical/other existing credit,new car,2241,<100,<1,1,female div/dep/mar,none,3,real estate,41.42502566451529,none,rent,2,high qualif/self emp/mgmt,2,none,no,good,15
no checking,36,existing paid,radio/tv,3835,no known savings,>=7,2,female div/dep/mar,none,4,real estate,41.42502566451529,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good,15
>=200,12,existing paid,furniture/equipment,2251,<100,1<=X<4,1,female div/dep/mar,none,2,car,41.42502566451529,none,own,1,high qualif/self emp/mgmt,1,none,yes,good,15
0<=X<200,24,existing paid,furniture/equipment,4351,no known savings,1<=X<4,1,female div/dep/mar,none,4,life insurance,41.42502566451529,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good,15
>=200,18,existing paid,furniture/equipment,3049,<100,<1,1,female div/dep/mar,none,1,life insurance,41.42502566451529,stores,own,1,high qualif/self emp/mgmt,1,none,yes,good,15
>=200,10,existing paid,new car,1240,100<=X<500,>=7,1,female div/dep/mar,none,4,no known property,41.42502566451529,none,for free,1,high qualif/self emp/mgmt,2,none,yes,bad,15
0<=X<200,48,no credits/all paid,business,12204,no known savings,1<=X<4,2,female div/dep/mar,none,2,car,41.42502566451529,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,good,15
0<=X<200,18,critical/other existing credit,radio/tv,1795,<100,>=7,3,female div/dep/mar,guarantor,4,real estate,41.42502566451529,bank,rent,2,high qualif/self emp/mgmt,1,yes,yes,good,15
no checking,15,delayed previously,used car,3594,<100,<1,1,female div/dep/mar,none,2,life insurance,41.42502566451529,none,own,2,high qualif/self emp/mgmt,1,none,yes,good,15
0<=X<200,24,critical/other existing credit,radio/tv,1743,<100,>=7,4,female div/dep/mar,none,2,life insurance,41.42502566451529,none,own,2,high qualif/self emp/mgmt,1,none,yes,good,15
<0,24,critical/other existing credit,new car,1199,<100,>=7,4,female div/dep/mar,none,4,car,41.42502566451529,none,own,2,high qualif/self emp/mgmt,1,none,yes,bad,15
0<=X<200,36,no credits/all paid,business,1953,<100,>=7,4,female div/dep/mar,none,4,no known property,41.42502566451529,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad,15
0<=X<200,60,all paid,other,14782,100<=X<500,>=7,3,female div/dep/mar,none,4,no known property,41.42502566451529,bank,for free,2,high qualif/self emp/mgmt,1,yes,yes,bad,15
0<=X<200,15,delayed previously,repairs,1512,>=1000,1<=X<4,3,female div/dep/mar,none,3,life insurance,41.42502566451529,stores,own,2,high qualif/self emp/mgmt,1,none,yes,bad,15
no checking,24,delayed previously,new car,2032,<100,>=7,4,female div/dep/mar,none,4,no known property,41.42502566451529,none,for free,2,high qualif/self emp/mgmt,1,yes,yes,good,15
<0,12,critical/other existing credit,furniture/equipment,2246,<100,>=7,3,female div/dep/mar,none,3,life insurance,41.42502566451529,none,own,2,high qualif/self emp/mgmt,1,none,yes,bad,15
no checking,24,critical/other existing credit,new car,1940,>=1000,>=7,4,female div/dep/mar,none,4,real estate,41.42502566451529,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good,15
0<=X<200,20,existing paid,used car,6468,no known savings,unemployed,1,female div/dep/mar,none,4,real estate,41.42502566451529,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good,15
0<=X<200,42,critical/other existing credit,business,5954,<100,4<=X<7,2,female div/dep/mar,none,1,real estate,41.42502566451529,bank,own,2,high qualif/self emp/mgmt,1,none,yes,good,15
no checking,24,critical/other existing credit,used car,3868,<100,>=7,4,female div/dep/mar,none,2,car,41.42502566451529,none,rent,2,high qualif/self emp/mgmt,1,yes,yes,good,15
no checking,9,critical/other existing credit,education,1244,no known savings,>=7,4,female div/dep/mar,none,4,life insurance,41.42502566451529,none,rent,2,high qualif/self emp/mgmt,1,none,yes,good,15
0<=X<200,48,existing paid,radio/tv,3979,no known savings,4<=X<7,4,female div/dep/mar,none,1,car,41.42502566451529,none,own,2,high qualif/self emp/mgmt,2,yes,yes,good,15
>=200,6,existing paid,furniture/equipment,2116,<100,1<=X<4,2,female div/dep/mar,none,2,real estate,41.42502566451529,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good,15
0<=X<200,18,critical/other existing credit,furniture/equipment,6361,<100,>=7,2,female div/dep/mar,none,1,no known property,41.42502566451529,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good,15
0<=X<200,30,delayed previously,business,2503,100<=X<500,>=7,4,female div/dep/mar,none,2,life insurance,41.42502566451529,stores,own,2,high qualif/self emp/mgmt,1,none,yes,good,15
no checking,6,critical/other existing credit,new car,250,>=1000,1<=X<4,2,female div/dep/mar,none,2,real estate,41.42502566451529,bank,own,2,high qualif/self emp/mgmt,1,none,yes,good,15
no checking,21,existing paid,radio/tv,3160,no known savings,>=7,4,female div/dep/mar,none,3,life insurance,41.42502566451529,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good,15
no checking,24,existing paid,used car,6313,no known savings,>=7,3,female div/dep/mar,none,4,car,41.42502566451529,none,own,1,high qualif/self emp/mgmt,2,yes,yes,good,15
<0,36,existing paid,furniture/equipment,2712,<100,>=7,2,female div/dep/mar,none,2,life insurance,41.42502566451529,bank,own,1,high qualif/self emp/mgmt,2,none,yes,bad,15
<0,6,critical/other existing credit,radio/tv,1169,no known savings,>=7,4,female div/dep/mar,none,4,real estate,51.53108695315165,none,own,2,unskilled resident,1,yes,yes,good,18
<0,12,critical/other existing credit,used car,1526,<100,>=7,4,female div/dep/mar,none,4,no known property,51.53108695315165,none,for free,2,unskilled resident,1,none,yes,good,18
0<=X<200,12,existing paid,radio/tv,766,500<=X<1000,1<=X<4,4,female div/dep/mar,none,3,real estate,51.53108695315165,none,own,1,unskilled resident,1,none,yes,bad,18
0<=X<200,16,critical/other existing credit,new car,1175,<100,unemployed,2,female div/dep/mar,none,3,car,51.53108695315165,none,for free,3,unskilled resident,1,yes,yes,good,18
>=200,30,delayed previously,business,1908,<100,>=7,4,female div/dep/mar,none,4,real estate,51.53108695315165,none,own,1,unskilled resident,1,yes,yes,bad,18
0<=X<200,9,existing paid,education,1199,<100,4<=X<7,4,female div/dep/mar,none,4,life insurance,51.53108695315165,none,own,2,unskilled resident,1,yes,yes,good,18
0<=X<200,9,existing paid,radio/tv,790,500<=X<1000,1<=X<4,4,female div/dep/mar,none,3,real estate,51.53108695315165,none,own,1,unskilled resident,1,none,yes,good,18
>=200,12,critical/other existing credit,new car,1480,500<=X<1000,unemployed,2,female div/dep/mar,none,4,no known property,51.53108695315165,bank,for free,3,unskilled resident,1,none,yes,good,18
0<=X<200,18,existing paid,repairs,3872,<100,unemployed,2,female div/dep/mar,none,4,car,51.53108695315165,none,own,1,unskilled resident,1,yes,yes,good,18
no checking,18,existing paid,new car,6761,no known savings,1<=X<4,2,female div/dep/mar,none,4,car,51.53108695315165,none,rent,2,unskilled resident,1,none,yes,bad,18
<0,6,existing paid,new car,14896,<100,>=7,1,female div/dep/mar,none,4,no known property,51.53108695315165,bank,own,1,unskilled resident,1,yes,yes,bad,18
0<=X<200,12,existing paid,radio/tv,6468,no known savings,unemployed,2,female div/dep/mar,none,1,no known property,51.53108695315165,none,own,1,unskilled resident,1,yes,yes,bad,18
<0,8,critical/other existing credit,other,1164,<100,>=7,3,female div/dep/mar,none,4,no known property,51.53108695315165,bank,for free,2,unskilled resident,2,yes,yes,good,18
0<=X<200,11,delayed previously,radio/tv,4771,<100,4<=X<7,2,female div/dep/mar,none,4,life insurance,51.53108695315165,none,own,1,unskilled resident,1,none,yes,good,18
<0,10,existing paid,radio/tv,2315,<100,>=7,3,female div/dep/mar,none,4,real estate,51.53108695315165,none,own,1,unskilled resident,1,none,yes,good,18
no checking,12,critical/other existing credit,new car,682,100<=X<500,4<=X<7,4,female div/dep/mar,none,3,car,51.53108695315165,none,own,2,unskilled resident,1,yes,yes,good,18
<0,6,critical/other existing credit,radio/tv,338,500<=X<1000,>=7,4,female div/dep/mar,none,4,car,51.53108695315165,none,own,2,unskilled resident,1,none,yes,good,18
no checking,9,critical/other existing credit,education,936,500<=X<1000,>=7,4,female div/dep/mar,none,2,car,51.53108695315165,none,own,2,unskilled resident,1,yes,yes,good,18
no checking,36,critical/other existing credit,radio/tv,3342,no known savings,>=7,4,female div/dep/mar,none,2,car,51.53108695315165,none,own,1,unskilled resident,1,yes,yes,good,18
no checking,9,existing paid,new car,2507,500<=X<1000,>=7,2,female div/dep/mar,none,4,no known property,51.53108695315165,none,for free,1,unskilled resident,1,none,yes,good,18
no checking,6,existing paid,radio/tv,1595,<100,4<=X<7,3,female div/dep/mar,none,2,life insurance,51.53108695315165,none,own,1,unskilled resident,2,none,yes,good,18
no checking,12,critical/other existing credit,radio/tv,717,<100,>=7,4,female div/dep/mar,none,4,real estate,51.53108695315165,none,own,3,unskilled resident,1,none,yes,good,18
no checking,6,critical/other existing credit,new car,362,100<=X<500,1<=X<4,4,female div/dep/mar,none,4,car,51.53108695315165,none,own,2,unskilled resident,1,none,yes,good,18
no checking,12,existing paid,radio/tv,3077,<100,1<=X<4,2,female div/dep/mar,none,4,car,51.53108695315165,none,own,1,unskilled resident,1,yes,yes,good,18
no checking,12,existing paid,new car,2133,no known savings,>=7,4,female div/dep/mar,none,4,no known property,51.53108695315165,none,for free,1,unskilled resident,1,yes,yes,good,18
no checking,24,critical/other existing credit,radio/tv,2223,100<=X<500,>=7,4,female div/dep/mar,none,4,life insurance,51.53108695315165,bank,own,2,unskilled resident,1,none,yes,good,18
>=200,24,existing paid,furniture/equipment,2892,<100,>=7,3,female div/dep/mar,none,4,no known property,51.53108695315165,none,for free,1,unskilled resident,1,none,yes,good,18
<0,18,existing paid,used car,7511,no known savings,>=7,1,female div/dep/mar,none,4,life insurance,51.53108695315165,none,for free,1,unskilled resident,2,yes,yes,bad,18
0<=X<200,10,existing paid,new car,7308,<100,unemployed,2,male mar/wid,none,4,no known property,41.84868492225435,bank,for free,1,unskilled resident,1,yes,yes,good,10
0<=X<200,9,all paid,used car,5129,<100,>=7,2,male mar/wid,none,4,no known property,41.84868492225435,bank,for free,1,unskilled resident,2,yes,yes,bad,10
<0,24,critical/other existing credit,used car,6615,<100,unemployed,2,male mar/wid,none,4,no known property,41.84868492225435,none,for free,2,unskilled resident,1,yes,yes,good,10
no checking,5,existing paid,business,3448,<100,4<=X<7,1,male mar/wid,none,4,real estate,41.84868492225435,none,own,1,unskilled resident,1,none,yes,good,10
<0,6,existing paid,new car,1374,no known savings,unemployed,4,male mar/wid,none,3,life insurance,41.84868492225435,none,own,1,unskilled resident,1,yes,yes,good,10
no checking,24,critical/other existing credit,business,4526,<100,1<=X<4,3,male mar/wid,none,2,real estate,41.84868492225435,none,own,1,unskilled resident,1,yes,yes,good,10
>=200,6,critical/other existing credit,new car,1299,<100,1<=X<4,1,male mar/wid,none,1,real estate,41.84868492225435,none,own,3,unskilled resident,2,none,no,good,10
no checking,12,critical/other existing credit,business,2292,<100,unemployed,4,male mar/wid,none,2,car,41.84868492225435,stores,own,2,unskilled resident,1,yes,yes,bad,10
0<=X<200,27,no credits/all paid,business,8318,<100,>=7,2,male mar/wid,none,4,no known property,41.84868492225435,none,for free,2,unskilled resident,1,yes,yes,bad,10
<0,48,existing paid,new car,7763,<100,>=7,4,male mar/wid,none,4,no known property,41.84868492225435,bank,for free,1,unskilled resident,1,none,yes,bad,10
0<=X<200,36,delayed previously,new car,8086,100<=X<500,>=7,2,male mar/wid,none,4,car,41.84868492225435,none,own,4,unskilled resident,1,yes,yes,bad,10
no checking,60,existing paid,new car,10366,<100,>=7,2,male mar/wid,none,4,life insurance,41.84868492225435,none,own,1,unskilled resident,1,yes,yes,good,10
no checking,24,existing paid,new car,1469,100<=X<500,>=7,4,male mar/wid,none,4,real estate,41.84868492225435,none,rent,1,unskilled resident,1,none,yes,good,10
no checking,4,critical/other existing credit,radio/tv,1544,<100,4<=X<7,2,male mar/wid,none,1,real estate,41.84868492225435,none,own,3,unskilled resident,2,none,yes,good,10
no checking,15,critical/other existing credit,radio/tv,1459,<100,1<=X<4,4,male mar/wid,none,2,car,41.84868492225435,none,own,1,unskilled resident,1,none,yes,good,10
no checking,24,critical/other existing credit,radio/tv,1516,>=1000,1<=X<4,4,male mar/wid,none,1,real estate,41.84868492225435,none,own,2,unskilled resident,1,none,yes,good,10
no checking,12,existing paid,education,719,<100,>=7,4,male mar/wid,none,4,car,41.84868492225435,bank,own,1,unskilled resident,2,none,yes,bad,10
no checking,4,critical/other existing credit,radio/tv,1503,<100,4<=X<7,2,male mar/wid,none,1,real estate,41.84868492225435,none,own,2,unskilled resident,2,none,yes,good,10
<0,6,existing paid,new car,662,<100,<1,3,male mar/wid,none,4,real estate,41.84868492225435,none,own,1,unskilled resident,2,yes,yes,good,10
0<=X<200,12,existing paid,new car,888,<100,>=7,4,male mar/wid,none,4,car,41.84868492225435,bank,own,1,unskilled resident,2,none,yes,bad,10
no checking,21,delayed previously,business,2580,500<=X<1000,<1,4,male mar/wid,none,2,real estate,41.84868492225435,bank,own,1,unskilled resident,2,none,yes,bad,10
<0,12,delayed previously,new car,1344,<100,1<=X<4,4,male mar/wid,none,2,real estate,41.84868492225435,none,own,2,unskilled resident,2,none,yes,good,10
no checking,4,critical/other existing credit,new car,1455,<100,4<=X<7,2,male mar/wid,none,1,real estate,41.84868492225435,none,own,3,unskilled resident,2,none,yes,good,10
no checking,18,existing paid,furniture/equipment,1533,<100,<1,4,male mar/wid,co applicant,1,life insurance,41.84868492225435,none,own,1,unskilled resident,2,none,yes,bad,10
no checking,24,existing paid,new car,7393,<100,1<=X<4,1,male mar/wid,none,4,life insurance,41.84868492225435,none,own,1,unskilled resident,2,none,yes,good,10
